,category_name,title,link,author,year,rating,num_of_people,price_in_dollars,years
852,crafts,"Reseller Inventory Logbook: 100 Pages of Guided Worksheets To Help Log Inventory To Resell Online (6""x9"")  ",https://www.amazon.com/Reseller-Inventory-Logbook-Guided-Worksheets/dp/1707872007/ref=sr_1_792?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898154&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-792,SpoeStyle,2019-11-11,3.9,4,9.99,2019
877,crafts,Budget Planner Yearly Monthly Weekly: Budget Planner / Monthly budget (12 months) / Weekly Expense (52 weeks) / Daily Track / Personal Finance management / Personal Budget  ,https://www.amazon.com/Budget-Planner-Yearly-Monthly-Weekly/dp/1073158853/ref=sr_1_993?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-993,no.1411 monthly expense journal,2019-06-11,0.0,0,6.89,2019
880,crafts,"I love Pugs Journal: Notebook For Dog Lovers, 5 X 8, Lined Journal  ",https://www.amazon.com/love-Pugs-Journal-Notebook-Lovers/dp/1083068415/ref=sr_1_996?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-996,Adree Simmons,2019-07-26,0.0,0,9.95,2019
881,crafts,"Please Don't Forget Me: Discreet Password Log | Store Websites, Usernames, Passwords | Tabbed Alphabet Pages | Cute Cocker Spaniel Dog Design  ",https://www.amazon.com/Please-Dont-Forget-Usernames-Passwords/dp/1082455660/ref=sr_1_997?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-997,Cat & Dog Organizers,2019-07-25,0.0,0,7.99,2019
882,crafts,"Please Don't Forget Me: Discreet Internet Password Organizer | Store Websites, Usernames, Passwords | Tabbed Alphabet Pages | Adorable Dog Design  ",https://www.amazon.com/Please-Dont-Forget-Organizer-Usernames/dp/1082436143/ref=sr_1_998?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-998,Cat & Dog Organizers,2019-07-25,0.0,0,7.99,2019
883,crafts,"I Will Always Remember: Discreet Password Organizer To Protect Usernames, Account Login Information | Alphabet Tabs | Green Leaves Design  ",https://www.amazon.com/Will-Always-Remember-Organizer-Information/dp/1077724373/ref=sr_1_999?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-999,Trout & Salt Planners,2019-07-03,0.0,0,6.95,2019
884,crafts,"Please Don't Forget Me: Discreet Password Organizer To Protect Usernames, Account Login Information | Alphabet Tabs | Grey Longhair Cat Design  ",https://www.amazon.com/Please-Dont-Forget-Organizer-Information/dp/1077717105/ref=sr_1_1000?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1000,Alma & Anna Planners,2019-07-03,0.0,0,8.99,2019
885,crafts,Passwords Log and Notebook  ,https://www.amazon.com/Passwords-Log-Notebook-S-Planners/dp/1075642728/ref=sr_1_1001?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1001,A & S Planners,2019-06-24,0.0,0,6.95,2019
887,crafts,Black Friday Planning Book: Organize the Best Deals for your Holiday Shopping  ,https://www.amazon.com/Black-Friday-Planning-Book-Organize/dp/1686388268/ref=sr_1_1003?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898235&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1003,Cora Delmonico,2019-08-14,0.0,0,7.99,2019
909,health,"I'm Never Too Tired For Shopping: Shopping List Checklist Journal (6x9, 120 Pages) | Funny Quote Print, Black Color Cover  ",https://www.amazon.com/Never-Too-Tired-Shopping-Checklist/dp/1674898495/ref=sr_1_705?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-705,Alena Art,2019-12-12,0.0,0,6.99,2019
911,health,Video Game Addiction: A Parent's Guide to Freeing Your Child from the Grip of Video Game Addiction  ,https://www.amazon.com/Video-Game-Addiction-Parents-Freeing-ebook/dp/B016NSYW8S/ref=sr_1_707?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-707,Lawrence Salerno,2015-10-14,3.7,18,0.0,2015
914,health,"Fat, Broke & Lonely No More: Your Personal Solution to Overeating, Overspending, and Looking for Love in All the Wrong Places  ",https://www.amazon.com/Fat-Broke-Lonely-More-Overspending-ebook/dp/B000QTE9ZW/ref=sr_1_710?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-710,Victoria Moran,2009-10-13,4.4,51,8.99,2009
915,health,WEEKLY GROCERY AND MEAL: PLANNING NOTEBOOK  ,https://www.amazon.com/WEEKLY-GROCERY-MEAL-PLANNING-NOTEBOOK/dp/1080002065/ref=sr_1_711?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-711,Hidden Valley Press,2019-07-11,0.0,0,7.95,2019
916,health,WEEKLY FAMILY MEAL PLANNER  ,https://www.amazon.com/WEEKLY-FAMILY-PLANNER-Hidden-Valley/dp/1080001956/ref=sr_1_712?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-712,Hidden Valley Press,2019-07-11,0.0,0,7.87,2019
917,health,HEALTHY MEAL AND RECIPE PLANNER  ,https://www.amazon.com/HEALTHY-RECIPE-PLANNER-Hidden-Valley/dp/1080001891/ref=sr_1_713?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-713,Hidden Valley Press,2019-07-11,0.0,0,7.95,2019
918,health,"Dr. Berg's Ketogenic Diet Meal Plans: Delicious, Easy to Make & Incredibly Healthy  ",https://www.amazon.com/Bergs-Ketogenic-Diet-Meal-Plans-ebook/dp/B078GSLKTK/ref=sr_1_714?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-714,Eric  Berg,2017-12-17,4.4,263,0.0,2017
920,health,"Internet Addiction: How To Log Off And Reclaim Your Life! Strategies to Overcoming Your Online Obsession & Regaining Your Freedom (Addiction, Depression, Anxiety, Stress Management)  ",https://www.amazon.com/Internet-Addiction-Strategies-Overcoming-Depression-ebook/dp/B01DPR3OPC/ref=sr_1_716?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-716,Brandon Cutt,2016-03-31,4.7,5,0.0,2016
922,health,Christmas Planner: Christmas Holidays Shopping Organizer December Monthly and Weekly Calendars Xmas : Plan Your Budget/ Meal/ Recipes /Shopping lists ... (Merry Christmas Cute Llama Series)  ,https://www.amazon.com/Christmas-Planner-Holidays-Organizer-Calendars/dp/1710817666/ref=sr_1_718?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898380&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-718,Lemony Luca Journals,2019-11-23,0.0,0,7.25,2019
927,history,The Brookside Story: Shops of Every Necessary Character (Brief History)  ,https://www.amazon.com/Brookside-Story-Necessary-Character-History/dp/1596293004/ref=sr_1_34?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898431&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-34,LaDene Morton,2010-10-22,4.8,12,19.99,2010
928,history,"The Krampus and the Old, Dark Christmas: Roots and Rebirth of the Folkloric Devil  ",https://www.amazon.com/Krampus-Old-Dark-Christmas-Folkloric/dp/1627310347/ref=sr_1_35?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898431&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-35,Al Ridenour  and Sean Tejaratchi,2016-10-04,4.7,232,25.0,2016
932,history,"Laws Relating To Gas, Electric Light, Telegraph And Telephone Companies And The Electric Equipment Of Street Railway Companies In The District Of Columbia  ",https://www.amazon.com/Relating-Telegraph-Telephone-Companies-Equipment/dp/1343071151/ref=sr_1_39?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898431&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-39,United States and W. C. Allen,2015-09-18,0.0,0,19.76,2015
933,history,"Planner 2019: Best Goal Planner, Monthly/Weekly/Daily organizer for Men. With New Year resolution list, shopping tracker, Books-to-read list, budget ... quotes. USA Flag. 8” by 10”, 166 pages  ",https://www.amazon.com/Planner-2019-resolution-Books-read/dp/1793466904/ref=sr_1_40?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898431&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-40,DiaPrintLa,2019-01-18,0.0,0,10.9,2019
936,history,Warren County  ,https://www.amazon.com/Warren-County-Cody-Prince/dp/1540235106/ref=sr_1_43?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898431&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-43,Cody Prince and Krystal Tanner,2018-07-30,5.0,2,31.99,2018
944,religion,My Christmas Planner: Holiday Gift List Log - Budget Planning Notebook - Menu Planning for Holiday Parties - Online Shopping Tracker  ,https://www.amazon.com/My-Christmas-Planner-Planning-Notebook/dp/1691932132/ref=sr_1_711?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898673&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-711,Grinch Christmas Planner,2019-09-09,0.0,0,6.99,2019
945,religion,X: Christmas Planner - Festive Organizer - Gift Tracker - Online Shopping Gift List - Elf Pranks Journal To Write In  ,https://www.amazon.com/Christmas-Planner-Festive-Organizer-Shopping/dp/1691746754/ref=sr_1_712?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898673&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-712,Her Christmas Planners,2019-09-08,0.0,0,6.99,2019
946,religion,A: Christmas Planner - Festive Organizer - Gift Tracker - Online Shopping Gift List - Elf Pranks Journal To Write In  ,https://www.amazon.com/Christmas-Planner-Festive-Organizer-Shopping/dp/1691744751/ref=sr_1_713?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898673&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-713,Her Christmas Planners,2019-09-08,0.0,0,6.99,2019
974,test_prep,"Learn to Write 123: Workbook for Kindergartens: This workbook is for kindergartens learning to write Numbers 1-20 ( 80 pages of Numbers, Patrice sheets,)  ",https://www.amazon.com/Learn-Write-123-Kindergartens-kindergartens/dp/1073612821/ref=sr_1_53?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898854&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-53,Aldona Design,2019-06-13,0.0,0,12.99,2019
980,test_prep,How to get more customers for my shop ?  ,https://www.amazon.com/How-get-more-customers-shop-ebook/dp/B07DNSCC3Y/ref=sr_1_59?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898854&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-59,Rehum KOKORA,2018-06-11,0.0,0,0.0,2018
